case,population,inertia,mean_audio_block_ms,p95_audio_block_ms,p99_audio_block_ms,max_audio_block_ms,ray_update_hz,simulated_rays,audible_voices,top36_retention,top36_entries,top36_exits,top36_transitions,entries_per_transition,exits_per_transition,top_pitch_mean,top_pitch_median,top_age_mean_s,top_energy_mean,top_effective_duration_mean_s,rms,peak,envelope_cv,dropout_window_pct,max_sample_jump
material-empty,2000,0.25,0.6144759999999999,1.2350000000000136,1.6073000000000093,7.848500000000001,100,2000,36,0.182407408952713,8830,8830,300,29.433333333333334,29.433333333333334,1.00008225440979,1.0000953674316406,1.1105834245681763,0.7576003074645996,0.8894165754318237,0.025558018460766312,0.11009513586759567,0.5289591934448763,0.16666666666666669,0.0019622419495135546
material-crystal,2000,0.25,0.6599986666666641,1.2568999999998596,1.5320999999999003,2.417799999999943,100,2000,36,0.182407408952713,8830,8830,300,29.433333333333334,29.433333333333334,1.00008225440979,1.0000953674316406,1.1105834245681763,0.7576003074645996,0.8894165754318237,0.025427082255066194,0.10743248462677002,0.5306891000415236,0.16666666666666669,0.002058110199868679
